ISSUER_ISIN,GICS_SUB_IND,GICS_SECTOR,EST_EU_TAXONOMY_MAX_REV,CT_TOTAL_MAX_REV,EU_TAXONOMY_ADAPTATION_ELIGIBLE_MAX_REV,EU_TAXONOMY_MITIGATION_ELIGIBLE_MAX_REV,GICS_SECTOR.1,Weight,CI_Scope12_FY09,CI_Scope12_FY10,CI_Scope12_FY11,CI_Scope12_FY12,CI_Scope12_FY13,CI_Scope12_FY14,CI_Scope12_FY15,CI_Scope12_FY16,CI_Scope12_FY17,CI_Scope12_FY18,CI_Scope12_FY19,CI_Scope12_FY20,CI_Scope12_FY21,CI_Scope12_FY22,CI_Scope12_FY23,CI_Scope12_FY24,CI_Scope12_FY25,CI_Scope12_FY26,CI_Scope12_FY27,CI_Scope12_FY28,CI_Scope12_FY29,CI_Scope12_FY30,CI_Scope12_FY31,CI_Scope12_FY32,CI_Scope12_FY33,CI_Scope12_FY34,CI_Scope12_FY35,CI_Scope12_FY36,CI_Scope12_FY37,CI_Scope12_FY38,CI_Scope12_FY39,CI_Scope12_FY40,CI_Scope12_FY41,CI_Scope12_FY42,CI_Scope12_FY43,CI_Scope12_FY44,CI_Scope12_FY45,CI_Scope12_FY46,CI_Scope12_FY47,CI_Scope12_FY48,CI_Scope12_FY49,CI_Scope12_FY50,CARBON_EMISSIONS_SCOPE_12_FY09,CARBON_EMISSIONS_SCOPE_12_FY10,CARBON_EMISSIONS_SCOPE_12_FY11,CARBON_EMISSIONS_SCOPE_12_FY12,CARBON_EMISSIONS_SCOPE_12_FY13,CARBON_EMISSIONS_SCOPE_12_FY14,CARBON_EMISSIONS_SCOPE_12_FY15,CARBON_EMISSIONS_SCOPE_12_FY16,CARBON_EMISSIONS_SCOPE_12_FY17,CARBON_EMISSIONS_SCOPE_12_FY18,CARBON_EMISSIONS_SCOPE_12_FY19,CARBON_EMISSIONS_SCOPE_12_FY20,CARBON_EMISSIONS_SCOPE_12_FY21,CARBON_EMISSIONS_SCOPE_12_FY22,CARBON_EMISSIONS_SCOPE_12_FY23,CARBON_EMISSIONS_SCOPE_12_FY24,CARBON_EMISSIONS_SCOPE_12_FY25,CARBON_EMISSIONS_SCOPE_12_FY26,CARBON_EMISSIONS_SCOPE_12_FY27,CARBON_EMISSIONS_SCOPE_12_FY28,CARBON_EMISSIONS_SCOPE_12_FY29,CARBON_EMISSIONS_SCOPE_12_FY30,CARBON_EMISSIONS_SCOPE_12_FY31,CARBON_EMISSIONS_SCOPE_12_FY32,CARBON_EMISSIONS_SCOPE_12_FY33,CARBON_EMISSIONS_SCOPE_12_FY34,CARBON_EMISSIONS_SCOPE_12_FY35,CARBON_EMISSIONS_SCOPE_12_FY36,CARBON_EMISSIONS_SCOPE_12_FY37,CARBON_EMISSIONS_SCOPE_12_FY38,CARBON_EMISSIONS_SCOPE_12_FY39,CARBON_EMISSIONS_SCOPE_12_FY40,CARBON_EMISSIONS_SCOPE_12_FY41,CARBON_EMISSIONS_SCOPE_12_FY42,CARBON_EMISSIONS_SCOPE_12_FY43,CARBON_EMISSIONS_SCOPE_12_FY44,CARBON_EMISSIONS_SCOPE_12_FY45,CARBON_EMISSIONS_SCOPE_12_FY46,CARBON_EMISSIONS_SCOPE_12_FY47,CARBON_EMISSIONS_SCOPE_12_FY48,CARBON_EMISSIONS_SCOPE_12_FY49,CARBON_EMISSIONS_SCOPE_12_FY50,CARBON_MOMENTUM_SCOPE_12_FY23,CARBON_MOMENTUM_SCOPE_12_FY24,CARBON_MOMENTUM_SCOPE_12_FY25,CARBON_MOMENTUM_SCOPE_12_FY26,CARBON_MOMENTUM_SCOPE_12_FY27,CARBON_MOMENTUM_SCOPE_12_FY28,CARBON_MOMENTUM_SCOPE_12_FY29,CARBON_MOMENTUM_SCOPE_12_FY30,CARBON_MOMENTUM_SCOPE_12_FY31,CARBON_MOMENTUM_SCOPE_12_FY32,CARBON_MOMENTUM_SCOPE_12_FY33,CARBON_MOMENTUM_SCOPE_12_FY34,CARBON_MOMENTUM_SCOPE_12_FY35,CARBON_MOMENTUM_SCOPE_12_FY36,CARBON_MOMENTUM_SCOPE_12_FY37,CARBON_MOMENTUM_SCOPE_12_FY38,CARBON_MOMENTUM_SCOPE_12_FY39,CARBON_MOMENTUM_SCOPE_12_FY40,CARBON_MOMENTUM_SCOPE_12_FY41,CARBON_MOMENTUM_SCOPE_12_FY42,CARBON_MOMENTUM_SCOPE_12_FY43,CARBON_MOMENTUM_SCOPE_12_FY44,CARBON_MOMENTUM_SCOPE_12_FY45,CARBON_MOMENTUM_SCOPE_12_FY46,CARBON_MOMENTUM_SCOPE_12_FY47,CARBON_MOMENTUM_SCOPE_12_FY48,CARBON_MOMENTUM_SCOPE_12_FY49,CARBON_MOMENTUM_SCOPE_12_FY50
US58933Y1055,Pharmaceuticals,Health Care,0.0,0.0,0.0,0.0,Health Care,0.0037338300323215994,36.53905015387175,34.52817100557265,32.4544622806288,31.14031439740497,29.476836064210264,27.330949014389088,24.168676702985945,22.80795142643267,20.83340264493055,20.09648174332529,19.44423188887965,18.810612991765783,17.797554686850205,17.706063378524494,16.16477114833931,14.623478918154122,13.08218668796894,11.540894457783752,9.999602227598563,8.458309997413382,6.917017767228196,5.375725537043011,3.834433306857825,2.2931410766726392,0.751848846487455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2196545.0,2075661.0,1951000.0,1872000.0,1772000.0,1643000.0,1452900.0,1371100.0,1252400.0,1208100.0,1168890.0,1130800.0,1069900.0,1064400.0,971745.2175824177,879090.4351648351,786435.6527472527,693780.8703296703,601126.0879120878,508471.3054945055,415816.523076923,323161.74065934063,230506.95824175817,137852.1758241757,45197.39340659336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.487804215036574,-9.487804215036574,-8.487804215036574,-7.487804215036574,-6.487804215036573,-5.487804215036574,-4.487804215036573,-3.487804215036574,-2.4878042150365736,-1.4878042150365731,-0.487804215036574,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JP3762600009,Investment Banking & Brokerage,Financials,0.0,0.0,0.0,0.0,Financials,0.0002754405376252147,2.508574214050098,3.28024437738701,3.3030701165204834,3.2790430226957743,3.268303639849881,3.154757419184324,3.230297145981705,2.8651217245337377,2.6806591723976743,2.472497168625421,2.2346289397607992,1.766865108618846,1.6069029112464637,2.270123510183665,2.1637282102992708,2.0573329104148765,1.9509376105304823,1.844542310646088,1.7381470107616936,1.6317517108772992,1.525356410992905,1.4189611111085103,1.3125658112241163,1.206170511339722,1.0997752114553276,0.9933799115709334,0.8869846116865391,0.7805893118021449,0.6741940119177503,0.5677987120333561,0.4614034121489617,0.3550081122645675,0.2486128123801732,0.1422175124957787,0.0358222126113844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68908.0,90105.0,90732.0,90072.0,89777.0,86658.0,88733.0,78702.0,73635.0,67917.0,61383.0,48534.0,44140.0,62358.0,59435.42857142857,56512.857142857145,53590.28571428572,50667.71428571429,47745.142857142855,44822.57142857143,41900.0,38977.428571428565,36054.857142857145,33132.28571428571,30209.714285714283,27287.14285714285,24364.571428571428,21442.0,18519.428571428565,15596.857142857138,12674.28571428571,9751.714285714284,6829.142857142855,3906.57142857142,983.9999999999928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.33668980349985,-19.33668980349985,-18.33668980349985,-17.33668980349985,-16.33668980349985,-15.336689803499851,-14.336689803499851,-13.33668980349985,-12.336689803499851,-11.336689803499851,-10.336689803499851,-9.336689803499851,-8.336689803499851,-7.336689803499852,-6.33668980349985,-5.336689803499851,-4.336689803499851,-3.336689803499852,-2.336689803499852,-1.3366898034998504,-0.3366898034998508,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
FR0000120693,Distillers & Vintners,Consumer Staples,0.0,0.0,0.0,0.0,Consumer Staples,0.00044487225688862373,28.95818968739876,27.010143133655102,25.794643646060447,26.58768248540381,25.33374315691536,25.92287714279457,25.109598858736984,26.62438535902736,23.44581077478558,22.415336061630622,22.469484128272768,21.52132655966445,22.27826668791305,25.8381433481328,23.088750720275016,22.72004705131465,22.35134338235429,21.98263971339393,21.61393604443357,21.245232375473204,20.87652870651284,20.50782503755248,20.139121368592114,19.770417699631757,19.401714030671396,19.03301036171103,18.664306692750667,18.295603023790303,17.926899354829942,17.558195685869578,17.189492016909217,16.820788347948856,16.45208467898849,16.08338101002813,15.714677341067766,15.345973672107403,14.977270003147042,14.608566334186678,14.239862665226315,13.871158996265954,13.502455327305592,13.133751658345227,383449.0,357654.0,341559.0,352060.0,335456.0,343257.0,332488.0,352546.0,310457.0,296812.0,297529.0,284974.0,294997.0,342135.0,305729.0,300846.8214285714,295964.64285714284,291082.46428571426,286200.28571428574,281318.1071428572,276435.9285714286,271553.75,266671.5714285714,261789.39285714287,256907.2142857143,252025.0357142857,247142.8571428572,242260.67857142855,237378.5,232496.32142857145,227614.14285714287,222731.96428571432,217849.7857142857,212967.6071428572,208085.42857142855,203203.25,198321.07142857145,193438.89285714287,188556.71428571432,183674.5357142857,178792.35714285716,173910.17857142858,-62.62142925070045,-61.62142925070045,-60.62142925070044,-59.62142925070044,-58.62142925070045,-57.62142925070045,-56.62142925070045,-55.62142925070045,-54.62142925070044,-53.62142925070045,-52.62142925070045,-51.62142925070045,-50.62142925070045,-49.62142925070045,-48.62142925070045,-47.62142925070044,-46.62142925070045,-45.62142925070045,-44.62142925070045,-43.62142925070045,-42.62142925070045,-41.62142925070044,-40.62142925070045,-39.62142925070045,-38.62142925070045,-37.62142925070045,-36.62142925070045,-35.621429250700444
CH0024608827,Asset Management & Custody Banks,Financials,7.26,7.26,0.0,0.0,Financials,0.00056158668119063,0.0670896924262229,0.0930598959460512,0.0601643048209354,0.0670896924262229,0.0887315286927465,0.0852688348901027,0.0848359981647722,0.1350450583031069,0.5159413765939213,0.5574937022256464,0.6804193322195001,1.0188976514279282,1.035345446990486,1.1634651176883055,1.2540716379978134,1.344678158307321,1.4352846786168287,1.5258911989263366,1.6164977192358445,1.707104239545352,1.79771075985486,1.888317280164368,1.9789238004738756,2.069530320783383,2.1601368410928905,2.2507433614023986,2.3413498817119067,2.431956402021414,2.5225629223309216,2.6131694426404293,2.703775962949937,2.794382483259445,2.8849890035689527,2.9755955238784604,3.0662020441879685,3.156808564497476,3.247415084806984,3.3380216051164915,3.428628125426,3.519234645735507,3.609841166045015,3.700447686354522,155.0,215.0,139.0,155.0,205.0,197.0,196.0,312.0,1192.0,1288.0,1572.0,2354.0,2392.0,2688.0,2897.3318681318683,3106.6637362637366,3315.9956043956045,3525.3274725274728,3734.659340659341,3943.991208791209,4153.323076923078,4362.6549450549455,4571.986813186813,4781.318681318681,4990.650549450549,5199.982417582418,5409.314285714287,5618.6461538461535,5827.978021978022,6037.30989010989,6246.641758241758,6455.973626373627,6665.305494505495,6874.6373626373625,7083.969230769231,7293.3010989011,7502.632967032967,7711.964835164836,7921.296703296704,8130.628571428571,8339.96043956044,8549.292307692307,13.840854209100645,14.840854209100646,15.840854209100645,16.840854209100645,17.840854209100648,18.840854209100645,19.840854209100648,20.840854209100648,21.840854209100645,22.840854209100645,23.84085420910064,24.840854209100645,25.840854209100648,26.840854209100645,27.840854209100645,28.840854209100645,29.840854209100645,30.840854209100645,31.840854209100645,32.84085420910064,33.84085420910065,34.84085420910065,35.84085420910064,36.84085420910065,37.84085420910065,38.84085420910064,39.84085420910065,40.84085420910064
FR0000121485,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,0.0,0.0,0.0,0.0,Consumer Discretionary,0.00043546762959502323,9.476819666154334,9.151283591149635,5.459993207973875,5.2757571859914,5.708818252228459,5.716776211992645,6.275499014971143,6.303074270898203,6.151549164923163,5.4888176785150815,6.039998926600775,5.5743657459800735,5.021056206329539,5.552990295915808,5.451109904051064,5.271265962021496,5.091422019991928,4.91157807796236,4.7317341359327925,4.551890193903225,4.372046251873656,4.192202309844088,4.012358367814521,3.832514425784953,3.652670483755385,3.472826541725817,3.2929825996962494,3.1131386576666817,2.9332947156371136,2.753450773607546,2.573606831577978,2.3937628895484107,2.2139189475188426,2.034075005489274,1.8542310634597063,1.6743871214301391,1.494543179400571,1.3146992373710027,1.1348552953414353,0.9550113533118676,0.7751674112822995,0.5953234692527313,204828.0,197792.0,118010.0,114028.0,123388.0,123560.0,135636.0,136232.0,132957.0,118633.0,130546.0,120482.0,108523.0,120020.0,117818.0,113930.92857142858,110043.85714285714,106156.78571428572,102269.71428571428,98382.64285714288,94495.57142857143,90608.5,86721.42857142858,82834.35714285716,78947.28571428572,75060.21428571429,71173.14285714287,67286.07142857145,63399.000000000015,59511.92857142859,55624.85714285716,51737.78571428574,47850.714285714304,43963.64285714287,40076.57142857145,36189.50000000003,32302.428571428594,28415.35714285716,24528.28571428574,20641.21428571432,16754.142857142884,12867.07142857145,-30.310222532571352,-29.310222532571355,-28.310222532571352,-27.310222532571352,-26.310222532571352,-25.310222532571355,-24.310222532571352,-23.310222532571352,-22.310222532571352,-21.310222532571355,-20.310222532571352,-19.310222532571352,-18.310222532571352,-17.310222532571355,-16.310222532571352,-15.310222532571352,-14.310222532571352,-13.310222532571354,-12.310222532571352,-11.31022253257135,-10.310222532571352,-9.310222532571354,-8.310222532571352,-7.310222532571351,-6.310222532571353,-5.310222532571355,-4.310222532571353,-3.310222532571351
US5705351048,Property & Casualty Insurance,Financials,0.0,0.0,68.45,0.0,Financials,0.0003300656657819176,0.423462148987877,0.4387739334429039,0.5196875834070828,0.590767977299226,0.8374422296205768,0.9950552769466336,0.6866422240015734,0.9011476814586932,0.9922457752117664,8.225799654431286,7.385407447989099,1.0815736946352563,1.2517032604267633,1.2441176057426215,1.484508943999375,1.7249002822561288,1.9652916205128823,2.205682958769636,2.44607429702639,2.6864656352831435,2.926856973539897,3.167248311796651,3.407639650053404,3.648030988310158,3.888422326566912,4.1288136648236655,4.369205003080419,4.6095963413371726,4.849987679593927,5.0903790178506805,5.3307703561074335,5.571161694364187,5.811553032620941,6.051944370877695,6.2923357091344485,6.532727047391201,6.773118385647955,7.013509723904709,7.253901062161463,7.494292400418217,7.734683738674969,7.975075076931724,6029.0,6247.0,7399.0,8411.0,11923.0,14167.0,9776.0,12830.0,14127.0,117114.0,105149.0,15398.79732,17821.0,17713.0,21135.547639296703,24558.09527859341,27980.642917890116,31403.190557186816,34825.73819648352,38248.28583578023,41670.83347507693,45093.38111437364,48515.928753670334,51938.47639296704,55361.02403226375,58783.57167156045,62206.11931085715,65628.66695015386,69051.21458945057,72473.76222874728,75896.30986804397,79318.85750734067,82741.40514663738,86163.95278593409,89586.5004252308,93009.04806452748,96431.5957038242,99854.1433431209,103276.6909824176,106699.23862171432,110121.786261011,113544.33390030773,6.1753844991445686,7.175384499144568,8.175384499144569,9.175384499144569,10.175384499144569,11.175384499144569,12.175384499144569,13.17538449914457,14.175384499144569,15.175384499144569,16.175384499144567,17.175384499144567,18.175384499144567,19.175384499144567,20.17538449914457,21.17538449914457,22.175384499144567,23.175384499144567,24.175384499144567,25.17538449914457,26.17538449914457,27.175384499144563,28.175384499144567,29.175384499144567,30.17538449914457,31.17538449914457,32.17538449914456,33.17538449914456
US7445731067,Multi-Utilities,Utilities,1.01,1.01,70.83,70.83,Utilities,0.0006504637841859347,1883.5884132775648,2117.9878971255675,1624.3455548633976,1337.7752069057578,1443.302126902198,1477.0377324908784,1431.9098513838212,1256.5898371451456,1160.7354276052326,1298.3612174067812,1267.5941087478864,923.4493192133132,989.6852362730266,255.28263771469253,162.47479236079397,69.66694700689538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21165883.0,23799830.0,18252771.0,15032580.0,16218386.0,16597473.0,16090371.0,14120300.0,13043184.0,14589685.0,14243955.0,10376800.0,11121093.0,2868611.0,1825729.2417582416,782847.4835164835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7506579507501614,-0.7506579507501613,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
US6556631025,Industrial Machinery & Supplies & Components,Industrials,0.0,0.0,74.88,74.88,Industrials,0.00022015204662891177,11.402137234985524,14.49766608461442,17.164454487698915,19.620106291109817,21.158930697739887,23.228830227152542,21.450337247920015,3.119876133194858,3.564974910885138,3.888717697051316,3.784480889284532,2.1802231580709344,13.937678562597243,14.02479618660671,13.18645366305174,12.348111139496767,11.509768615941791,10.671426092386822,9.833083568831848,8.994741045276877,8.156398521721904,7.318055998166931,6.479713474611957,5.6413709510569845,4.803028427502012,3.964685903947039,3.126343380392067,2.2880008568370944,1.4496583332821211,0.611315809727147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29972.0,38109.0,45119.0,51574.0,55619.0,61060.0,56385.0,8201.0,9371.0,10222.0,9948.0,5731.0,36637.0,36866.0,34662.307692307695,32458.615384615387,30254.92307692308,28051.230769230773,25847.53846153846,23643.84615384616,21440.153846153848,19236.46153846154,17032.76923076923,14829.076923076922,12625.384615384612,10421.692307692305,8218.0,6014.307692307692,3810.615384615383,1606.9230769230708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.729195755375592,-14.729195755375592,-13.729195755375592,-12.729195755375592,-11.72919575537559,-10.729195755375592,-9.729195755375592,-8.729195755375592,-7.729195755375592,-6.729195755375592,-5.729195755375591,-4.729195755375591,-3.729195755375593,-2.729195755375593,-1.7291957553755923,-0.7291957553755904,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
US45784P1012,Health Care Equipment,Health Care,0.0,0.0,99.99,99.99,Health Care,0.0002749033121223147,0.7258394885392729,1.0659496476341996,1.6737289193329798,2.3234998143892525,2.7031845065111075,3.1327097513405224,3.749337104472336,0.8767898179246951,1.1077720817865773,1.312827765010901,1.7188144481763008,2.346355547699016,2.480113134170055,2.9526839903364563,2.8813858935831718,2.957450664042442,3.033515434501713,3.109580204960984,3.1856449754202547,3.261709745879525,3.3377745163387966,3.413839286798068,3.489904057257338,3.5659688277166093,3.64203359817588,3.7180983686351503,3.7941631390944215,3.870227909553692,3.946292680012963,4.022357450472234,4.098422220931504,4.174486991390776,4.250551761850047,4.326616532309317,4.402681302768588,4.4787460732278594,4.55481084368713,4.630875614146401,4.706940384605672,4.783005155064942,4.859069925524214,4.935134695983485,1231.822196,1809.023147,2840.485349,3943.211535,4587.574426,5316.521719,6363.0,1488.0,1880.0,2228.0,2917.0,3982.0,4209.0,5011.0,4890.0,5019.089521946428,5148.179043892857,5277.268565839286,5406.358087785714,5535.447609732142,5664.537131678571,5793.626653625,5922.716175571428,6051.805697517857,6180.895219464285,6309.9847414107135,6439.074263357143,6568.163785303571,6697.253307249999,6826.342829196428,6955.4323511428565,7084.521873089285,7213.611395035714,7342.700916982142,7471.79043892857,7600.879960875,7729.969482821428,7859.059004767856,7988.148526714285,8117.2380486607135,8246.327570607142,8375.417092553571,37.88068873652909,38.88068873652909,39.880688736529095,40.88068873652909,41.88068873652909,42.88068873652909,43.88068873652909,44.88068873652909,45.88068873652909,46.88068873652909,47.88068873652909,48.88068873652909,49.88068873652909,50.88068873652909,51.88068873652909,52.880688736529095,53.88068873652909,54.88068873652909,55.880688736529095,56.88068873652909,57.88068873652909,58.880688736529095,59.88068873652909,60.88068873652909,61.880688736529095,62.88068873652909,63.88068873652909,64.8806887365291
US7475251036,Semiconductors,Information Technology,2.59,2.59,85.11,85.11,Information Technology,0.002733740131495446,2.5721663874930205,2.7229759910664435,3.180209380234506,3.1825237297599105,5.221468453378001,5.097822445561139,6.438777219430486,6.44034059184813,5.847459519821329,5.432802903405919,5.286152987158013,8.808654383026242,7.77752652149637,7.405555555555556,6.6410385259631495,7.006543481295366,7.372048436627583,7.737553391959798,8.103058347292015,8.468563302624233,8.83406825795645,9.199573213288666,9.565078168620882,9.9305831239531,10.296088079285315,10.661593034617534,11.02709798994975,11.392602945281968,11.758107900614185,12.123612855946398,12.489117811278618,12.854622766610833,13.220127721943047,13.585632677275267,13.951137632607484,14.3166425879397,14.68214754327192,15.047652498604135,15.41315745393635,15.778662409268565,16.144167364600783,16.509672319933003,92135.0,97537.0,113915.1,113998.0,187033.0,182604.0,230637.0,230693.0,209456.0,194603.0,189350.0,315526.0,278591.0,265267.0,237882.0,250974.3875,264066.775,277159.1625,290251.55,303343.9375,316436.325,329528.7125,342621.10000000003,355713.48750000005,368805.875,381898.26250000007,394990.65,408083.0375,421175.4250000001,434267.8125,447360.20000000007,460452.5875,473544.975,486637.3625000001,499729.75000000006,512822.13750000007,525914.5250000001,539006.9125000001,552099.3,565191.6875,578284.0750000001,591376.4625000001,18.169489713010705,19.169489713010705,20.16948971301071,21.169489713010705,22.169489713010705,23.169489713010705,24.169489713010705,25.169489713010705,26.16948971301071,27.16948971301071,28.169489713010705,29.16948971301071,30.169489713010705,31.169489713010705,32.169489713010705,33.169489713010705,34.169489713010705,35.169489713010705,36.16948971301071,37.16948971301071,38.16948971301071,39.16948971301071,40.16948971301071,41.16948971301071,42.16948971301071,43.1694897130107,44.16948971301071,45.16948971301071
CA7392391016,Life & Health Insurance,Financials,0.0,0.0,88.83,0.0,Financials,0.00031813362522901695,0.1298012348047902,0.1358962493086673,0.0926893687145162,0.084923868754021,0.0845626827093468,0.1042473221440906,1.2836100545165186,2.777430387033421,2.4575549962188337,2.439089359684865,2.5850085217332417,2.070092666794587,1.1208054448796234,1.2325022291951195,0.5669636669413185,0.6957707919810249,0.8245779170207312,0.9533850420604374,1.0821921671001438,1.21099929213985,1.3398064171795565,1.4686135422192628,1.5974206672589688,1.7262277922986753,1.8550349173383816,1.983842042378088,2.112649167417794,2.2414562924575008,2.3702634174972066,2.4990705425369133,2.62787766757662,2.756684792616326,2.885491917656032,3.014299042695739,3.1431061677354446,3.271913292775151,3.400720417814857,3.5295275428545634,3.6583346678942696,3.787141792933976,3.915948917973683,4.044756043013389,2875.0,3010.0,2053.0,1881.0,1873.0,2309.0,28431.0,61518.0,54433.0,54024.0,57256.0,45851.0,24825.0,27299.0,12557.82,15410.801214285715,18263.78242857143,21116.763642857142,23969.74485714286,26822.726071428573,29675.70728571429,32528.688500000004,35381.66971428572,38234.65092857144,41087.632142857154,43940.61335714287,46793.59457142858,49646.575785714296,52499.55700000001,55352.53821428573,58205.51942857144,61058.50064285715,63911.48185714287,66764.46307142859,69617.4442857143,72470.42550000001,75323.40671428572,78176.38792857144,81029.36914285715,83882.35035714286,86735.3315714286,89588.31278571431,4.401648330917605,5.401648330917605,6.401648330917605,7.401648330917604,8.401648330917606,9.401648330917604,10.401648330917604,11.401648330917604,12.401648330917604,13.401648330917606,14.401648330917606,15.401648330917606,16.401648330917606,17.401648330917606,18.40164833091761,19.40164833091761,20.40164833091761,21.4016483309176,22.40164833091761,23.40164833091761,24.40164833091761,25.40164833091761,26.4016483309176,27.4016483309176,28.4016483309176,29.4016483309176,30.40164833091761,31.40164833091761
US6098391054,Semiconductors,Information Technology,1.41,1.41,100.0,100.0,Information Technology,0.00042221873886792255,10.298726517926276,13.658404410593771,12.265352012827623,13.344468318076736,14.762393016193778,17.364997891349592,21.778954131362333,3.172859912029741,3.844443102132263,4.753798590938295,5.126107178746561,7.4445243730334365,10.200596352693749,16.145452947992116,14.903875194253928,14.693764518309097,14.483653842364262,14.27354316641943,14.063432490474597,13.853321814529762,13.64321113858493,13.433100462640096,13.222989786695264,13.012879110750433,12.802768434805598,12.592657758860764,12.38254708291593,12.172436406971098,11.962325731026263,11.75221505508143,11.542104379136598,11.331993703191763,11.121883027246932,10.9117723513021,10.701661675357268,10.491550999412434,10.2814403234676,10.071329647522766,9.861218971577935,9.6511082956331,9.440997619688266,9.230886943743434,18754.7019,24872.91052,22336.06459,24301.21092,26883.35105,31622.87671,39661.0,5778.0,7001.0,8657.0,9335.0,13557.0,18576.0,29402.0,27141.0,26758.373751357143,26375.747502714286,25993.12125407143,25610.495005428573,25227.868756785712,24845.242508142856,24462.6162595,24079.990010857146,23697.363762214285,23314.73751357143,22932.11126492857,22549.485016285715,22166.858767642854,21784.232519,21401.60627035714,21018.980021714284,20636.353773071427,20253.72752442857,19871.101275785717,19488.475027142857,19105.8487785,18723.222529857143,18340.59628121428,17957.97003257143,17575.34378392857,17192.717535285712,16810.091286642855,-70.93345032199652,-69.93345032199652,-68.93345032199652,-67.93345032199652,-66.93345032199652,-65.93345032199652,-64.93345032199652,-63.93345032199652,-62.93345032199652,-61.93345032199652,-60.93345032199653,-59.93345032199653,-58.93345032199653,-57.93345032199653,-56.93345032199652,-55.93345032199652,-54.93345032199652,-53.93345032199652,-52.93345032199652,-51.93345032199653,-50.93345032199653,-49.93345032199653,-48.93345032199653,-47.93345032199652,-46.93345032199653,-45.93345032199652,-44.93345032199652,-43.93345032199652
US0235865062,Cargo Ground Transportation,Industrials,0.0,0.0,100.0,93.93,Industrials,0.00018625895391010994,52.33492188485994,58.525473410278245,65.35132704193455,66.81124203872605,74.11437215478334,80.79713171942187,10.262066562738305,9.067186663988467,10.995134801721395,12.341641084528598,12.06771815623739,15.20814409661427,15.76523329665622,11.262480735627934,6.079486854576755,0.8964929735255774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294419.0,329245.0,367645.0,375858.0,416943.0,454538.0,57731.0,51009.0,61855.0,69430.0,67889.0,85556.0,88690.0,63359.0,34201.18681318682,5043.373626373636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.172968171311782,-0.1729681713117818,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
